,hash_sample,offset,covariates_beta,drift_beta,true_identity,age,filename,y_pred,y_drift,predicted_age,euclidean,cosine,identity_grouping_distance,orig_TP,orig_FN,virtual_TP,virtual_FN,stat_TP,stat_FP,stat_undefined
0,1,0.01,0.0,1.0,LuiseRainer,26,10638_LuiseRainer_26_f.jpg,LuiseRainer,DanielleDarrieux,6.08,22.60774803161621,0.9596136212348938,-1840.838315486908,1,0,0,1,0,1,0
1,2,0.01,0.0,1.0,LuiseRainer,27,10645_LuiseRainer_27_f.jpg,-1,-1,-10.33,20.432270050048828,0.9675213098526001,29669.493723869324,0,1,0,1,0,0,1
2,3,0.01,0.0,1.0,LuiseRainer,28,10666_LuiseRainer_28_f.jpg,-1,-1,-6.45,19.015771865844727,0.971171498298645,10443.487207055092,0,1,0,1,0,0,1
3,4,0.01,0.0,1.0,LuiseRainer,74,10671_LuiseRainer_74_f.jpg,-1,-1,-11.72,20.08835220336914,0.9687449932098389,946.9003355503082,0,1,0,1,0,0,1
4,5,0.01,0.0,1.0,LuiseRainer,27,10674_LuiseRainer_27_f.jpg,-1,-1,30.17,15.022396087646484,0.9821866750717163,-11824.977697044611,0,1,0,1,0,0,1
5,6,0.01,0.0,1.0,LuiseRainer,46,10686_LuiseRainer_46_f.jpg,LuiseRainer,JeanClaudeVanDamme,-0.56,21.94708824157715,0.9614429473876953,15886.69052195549,1,0,0,1,0,1,0
6,7,0.01,0.0,1.0,OrnellaMuti,15,10752_OrnellaMuti_15_f.jpg,-1,-1,-2.88,13.612058639526367,0.9851365685462952,-1455.6152610778809,0,1,0,1,0,0,1
7,8,0.01,0.0,1.0,OrnellaMuti,21,10757_OrnellaMuti_21_f.jpg,-1,-1,-3.7,16.85999870300293,0.9777681827545166,-22567.98042178154,0,1,0,1,0,0,1
8,9,0.01,0.0,1.0,OrnellaMuti,26,10762_OrnellaMuti_26_f.jpg,OrnellaMuti,AngelaLansbury,-16.62,18.413219451904297,0.9729188084602356,-4141.959506392479,1,0,0,1,0,1,0
9,10,0.01,0.0,1.0,OrnellaMuti,29,10765_OrnellaMuti_29_f.jpg,-1,-1,-1.75,15.284250259399414,0.9815458655357361,-8878.793864488602,0,1,0,1,0,0,1
10,11,0.01,0.0,1.0,OrnellaMuti,51,10785_OrnellaMuti_51_f.jpg,-1,-1,-2.8,21.820966720581055,0.9629440903663635,4022.938542485237,0,1,0,1,0,0,1
11,12,0.01,0.0,1.0,OrnellaMuti,55,10789_OrnellaMuti_55_f.jpg,-1,-1,3.77,16.880146026611328,0.9790722727775574,-1477.8007998466492,0,1,0,1,0,0,1
12,13,0.01,0.0,1.0,OrnellaMuti,57,10791_OrnellaMuti_57_f.jpg,-1,-1,-0.12,11.56464958190918,0.9898841381072998,62.94538640975952,0,1,0,1,0,0,1
13,14,0.01,0.0,1.0,MireilleDarc,34,11665_MireilleDarc_34_f.jpg,MireilleDarc,MireilleDarc,1.75,18.798107147216797,0.9751736521720886,1252.5601552724838,1,0,1,0,1,0,0
14,15,0.01,0.0,1.0,MireilleDarc,38,11669_MireilleDarc_38_f.jpg,-1,-1,6.21,14.249554634094238,0.9845412373542786,1402.7483247742057,0,1,1,0,0,0,1
15,16,0.01,0.0,1.0,MireilleDarc,51,11678_MireilleDarc_51_f.jpg,MireilleDarc,MireilleDarc,0.92,9.79223346710205,0.9933287501335144,-6168.419721603394,1,0,1,0,1,0,0
16,17,0.01,0.0,1.0,MireilleDarc,54,11679_MireilleDarc_54_f.jpg,MireilleDarc,MireilleDarc,-0.17,12.530644416809082,0.9880549311637878,-5716.514031529427,1,0,1,0,1,0,0
17,18,0.01,0.0,1.0,MireilleDarc,58,11683_MireilleDarc_58_f.jpg,MireilleDarc,MireilleDarc,2.09,13.187644004821777,0.9867281317710876,4063.297627925873,1,0,1,0,1,0,0
18,19,0.01,0.0,1.0,BarbaraBouchet,25,11847_BarbaraBouchet_25_f.jpg,-1,-1,2.84,19.563718795776367,0.9695563316345215,-5678.22575712204,0,1,0,1,0,0,1
19,20,0.01,0.0,1.0,BarbaraBouchet,61,11870_BarbaraBouchet_61_f.jpg,-1,-1,-4.06,13.083030700683594,0.986755907535553,-375.50915908813477,0,1,0,1,0,0,1
