,hash_sample,offset,covariates_beta,drift_beta,true_identity,age,filename,y_pred,y_drift,predicted_age,euclidean,cosine,identity_grouping_distance,orig_TP,orig_FN,virtual_TP,virtual_FN,stat_TP,stat_FP,stat_undefined
0,1,0.01,0.0,0.5,LuiseRainer,26,10638_LuiseRainer_26_f.jpg,LuiseRainer,DanielleDarrieux,6.08,11.521292686462402,0.9893233180046082,-1840.838315486908,1,0,0,1,0,1,0
1,2,0.01,0.0,0.5,LuiseRainer,27,10645_LuiseRainer_27_f.jpg,-1,-1,-10.33,11.759819984436035,0.9890373349189758,29669.493723869324,0,1,0,1,0,0,1
2,3,0.01,0.0,0.5,LuiseRainer,28,10666_LuiseRainer_28_f.jpg,-1,-1,-6.45,11.415785789489746,0.9895631670951843,10443.487207055092,0,1,0,1,0,0,1
3,4,0.01,0.0,0.5,LuiseRainer,74,10671_LuiseRainer_74_f.jpg,-1,-1,-11.72,14.589383125305176,0.9834791421890259,946.9003355503082,0,1,0,1,0,0,1
4,5,0.01,0.0,0.5,LuiseRainer,27,10674_LuiseRainer_27_f.jpg,-1,-1,30.17,8.503883361816406,0.9942528605461121,-11824.977697044611,0,1,0,1,0,0,1
5,6,0.01,0.0,0.5,LuiseRainer,46,10686_LuiseRainer_46_f.jpg,LuiseRainer,JeanClaudeVanDamme,-0.56,12.01040267944336,0.9884167909622192,15886.69052195549,1,0,0,1,0,1,0
6,7,0.01,0.0,0.5,OrnellaMuti,15,10752_OrnellaMuti_15_f.jpg,-1,-1,-2.88,8.814436912536621,0.9937200546264648,-1455.6152610778809,0,1,0,1,0,0,1
7,8,0.01,0.0,0.5,OrnellaMuti,21,10757_OrnellaMuti_21_f.jpg,-1,-1,-3.7,9.797293663024902,0.9925388693809509,-22567.98042178154,0,1,0,1,0,0,1
8,9,0.01,0.0,0.5,OrnellaMuti,26,10762_OrnellaMuti_26_f.jpg,OrnellaMuti,AngelaLansbury,-16.62,10.850871086120605,0.9904686808586121,-4141.959506392479,1,0,0,1,0,1,0
9,10,0.01,0.0,0.5,OrnellaMuti,29,10765_OrnellaMuti_29_f.jpg,-1,-1,-1.75,7.744053363800049,0.9952253103256226,-8878.793864488602,0,1,0,1,0,0,1
10,11,0.01,0.0,0.5,OrnellaMuti,51,10785_OrnellaMuti_51_f.jpg,-1,-1,-2.8,11.285171508789062,0.9898596405982971,4022.938542485237,0,1,0,1,0,0,1
11,12,0.01,0.0,0.5,OrnellaMuti,55,10789_OrnellaMuti_55_f.jpg,-1,-1,3.77,9.455658912658691,0.9933589100837708,-1477.8007998466492,0,1,0,1,0,0,1
12,13,0.01,0.0,0.5,OrnellaMuti,57,10791_OrnellaMuti_57_f.jpg,-1,-1,-0.12,6.755518436431885,0.9965378046035767,62.94538640975952,0,1,0,1,0,0,1
13,14,0.01,0.0,0.5,MireilleDarc,34,11665_MireilleDarc_34_f.jpg,MireilleDarc,MireilleDarc,1.75,12.16763687133789,0.989541232585907,1252.5601552724838,1,0,1,0,1,0,0
14,15,0.01,0.0,0.5,MireilleDarc,38,11669_MireilleDarc_38_f.jpg,-1,-1,6.21,14.666287422180176,0.98366379737854,1402.7483247742057,0,1,1,0,0,0,1
15,16,0.01,0.0,0.5,MireilleDarc,51,11678_MireilleDarc_51_f.jpg,MireilleDarc,MireilleDarc,0.92,10.074883460998535,0.9930330514907837,-6168.419721603394,1,0,1,0,1,0,0
16,17,0.01,0.0,0.5,MireilleDarc,54,11679_MireilleDarc_54_f.jpg,MireilleDarc,MireilleDarc,-0.17,6.176599979400635,0.9970782399177551,-5716.514031529427,1,0,1,0,1,0,0
17,18,0.01,0.0,0.5,MireilleDarc,58,11683_MireilleDarc_58_f.jpg,MireilleDarc,MireilleDarc,2.09,9.482682228088379,0.9932077527046204,4063.297627925873,1,0,1,0,1,0,0
18,19,0.01,0.0,0.5,BarbaraBouchet,25,11847_BarbaraBouchet_25_f.jpg,-1,-1,2.84,8.73679256439209,0.9938361048698425,-5678.22575712204,0,1,0,1,0,0,1
19,20,0.01,0.0,0.5,BarbaraBouchet,61,11870_BarbaraBouchet_61_f.jpg,-1,-1,-4.06,10.157977104187012,0.9919967651367188,-375.50915908813477,0,1,1,0,0,0,1
20,21,0.01,0.0,0.5,BarbaraBouchet,68,11876_BarbaraBouchet_68_f.jpg,-1,-1,-1.51,6.287799835205078,0.9969039559364319,2418.168960571289,0,1,0,1,0,0,1
21,22,0.01,0.0,0.5,AngelaLansbury,20,11948_AngelaLansbury_20_f.jpg,AngelaLansbury,AngelaLansbury,6.46,12.11522388458252,0.9891692399978638,2959.8121082782745,1,0,1,0,1,0,0
22,23,0.01,0.0,0.5,AngelaLansbury,35,11959_AngelaLansbury_35_f.jpg,AngelaLansbury,AngelaLansbury,1.28,11.824542045593262,0.9886958003044128,2333.3690112531185,1,0,1,0,1,0,0
23,24,0.01,0.0,0.5,AngelaLansbury,41,11962_AngelaLansbury_41_f.jpg,-1,-1,-6.98,10.098381996154785,0.9917812347412109,4471.812935709953,0,1,1,0,0,0,1
24,25,0.01,0.0,0.5,AngelaLansbury,46,11964_AngelaLansbury_46_f.jpg,AngelaLansbury,AngelaLansbury,2.71,8.475069999694824,0.9943792223930359,1391.8217631578445,1,0,1,0,1,0,0
25,26,0.01,0.0,0.5,AngelaLansbury,60,11971_AngelaLansbury_60_f.jpg,AngelaLansbury,AngelaLansbury,2.32,7.75607442855835,0.9951853156089783,-1975.360024052672,1,0,1,0,1,0,0
26,27,0.01,0.0,0.5,AngelaLansbury,67,11977_AngelaLansbury_67_f.jpg,AngelaLansbury,AngelaLansbury,8.44,7.144717693328857,0.9959056973457336,-4730.479142546654,1,0,1,0,1,0,0
27,28,0.01,0.0,0.5,AngelaLansbury,80,11984_AngelaLansbury_80_f.jpg,-1,-1,1.72,10.170330047607422,0.9916675686836243,370.72989797592163,0,1,1,0,0,0,1
28,29,0.01,0.0,0.5,AngelaLansbury,87,11989_AngelaLansbury_87_f.jpg,AngelaLansbury,AngelaLansbury,0.02,8.345742225646973,0.9950738549232483,862.370289504528,1,0,1,0,1,0,0
29,30,0.01,0.0,0.5,DebbieReynolds,24,12024_DebbieReynolds_24_f.jpg,-1,-1,2.52,9.93830680847168,0.9920418858528137,3959.5273855924606,0,1,0,1,0,0,1
30,31,0.01,0.0,0.5,DebbieReynolds,69,12045_DebbieReynolds_69_f.jpg,-1,-1,2.3,9.64668083190918,0.9927475452423096,3225.126624315977,0,1,0,1,0,0,1
